interest_technology,interest_social,interest_design,interest_health,interest_business,interest_data,creativity,logical_reasoning,communication,empathy,leadership,numerical_skill,visual_thinking,organization,practical_learning,theoretical_learning,teamwork_preference,autonomy_preference,work_environment,preferred_modality,academic_area_label
5,2,4,2,1,3,2,4,2,1,2,2,2,3,4,5,2,5,oficina,virtual,ciberseguridad
5,2,2,3,2,4,1,5,3,1,3,2,3,4,3,4,2,3,oficina,virtual,ciberseguridad
5,2,2,2,2,5,1,5,1,1,2,2,3,4,3,4,2,4,mixto,virtual,ciberseguridad
5,1,1,4,2,3,3,4,2,1,4,1,2,4,2,4,1,4,oficina,virtual,ciberseguridad
4,2,2,2,3,5,1,5,2,1,3,3,2,4,4,3,3,4,oficina,virtual,ciberseguridad
4,2,2,1,1,5,2,4,3,2,3,2,2,5,2,4,2,4,mixto,mixta,ciberseguridad
5,2,2,2,2,5,2,5,3,1,2,2,1,5,4,4,2,4,oficina,mixta,ciberseguridad
5,3,3,2,2,3,3,4,1,1,2,3,1,5,3,3,3,3,oficina,virtual,ciberseguridad
5,2,2,2,2,4,2,5,3,2,3,2,1,4,4,4,2,5,mixto,mixta,ciberseguridad
5,2,3,3,3,4,3,5,1,1,3,1,3,4,3,5,2,4,mixto,virtual,ciberseguridad
5,2,2,3,3,4,2,5,2,1,2,1,3,5,3,3,2,4,oficina,virtual,ciberseguridad
5,3,2,1,2,4,3,5,2,1,2,3,3,5,3,3,2,3,oficina,mixta,ciberseguridad
5,1,2,2,2,3,3,5,1,2,4,1,1,4,3,5,2,5,mixto,virtual,ciberseguridad
4,2,2,3,2,5,2,5,1,1,2,3,2,3,3,5,2,4,mixto,virtual,ciberseguridad
5,2,1,2,2,5,2,5,3,2,3,2,2,5,3,5,3,3,mixto,mixta,ciberseguridad
5,3,2,2,1,4,2,5,2,2,2,2,1,5,3,4,1,4,oficina,mixta,ciberseguridad
4,2,2,4,3,5,2,4,1,1,1,2,1,4,3,4,3,4,oficina,virtual,ciberseguridad
5,3,2,3,1,4,3,5,2,1,2,2,3,4,2,3,2,4,oficina,mixta,ciberseguridad
5,4,2,3,3,4,3,5,2,1,2,1,2,3,3,4,1,4,oficina,virtual,ciberseguridad
5,3,2,2,3,5,2,4,1,1,3,2,2,5,3,4,1,5,mixto,mixta,ciberseguridad
5,1,4,2,2,4,2,5,3,2,3,2,3,4,3,4,3,4,oficina,mixta,ciberseguridad
5,1,3,1,2,3,2,5,1,2,2,2,2,5,3,4,3,4,mixto,virtual,ciberseguridad
5,2,2,3,1,4,2,5,2,2,1,2,3,3,3,5,3,5,mixto,virtual,ciberseguridad
5,1,2,3,2,3,3,4,2,1,2,2,3,3,3,4,2,3,mixto,virtual,ciberseguridad
4,3,2,3,1,4,2,5,2,1,2,2,1,3,2,4,2,4,oficina,virtual,ciberseguridad
5,2,3,2,2,5,3,5,2,1,2,3,3,4,3,4,1,4,mixto,virtual,ciberseguridad
4,2,3,3,1,4,2,5,3,1,2,1,2,3,3,3,2,3,oficina,mixta,ciberseguridad
5,3,2,3,1,5,2,5,1,2,2,2,2,3,3,3,2,4,mixto,virtual,ciberseguridad
5,3,2,2,3,5,1,5,3,1,2,2,3,4,3,4,1,4,oficina,virtual,ciberseguridad
5,2,2,2,2,4,2,4,2,1,3,2,1,4,4,4,3,4,oficina,virtual,ciberseguridad
4,3,3,1,2,3,2,5,2,1,3,3,1,5,3,4,2,5,oficina,virtual,ciberseguridad
4,2,2,3,3,4,3,5,3,1,2,3,2,3,3,4,2,3,mixto,mixta,ciberseguridad
5,1,1,3,3,4,2,5,1,2,3,3,2,4,4,3,3,4,oficina,mixta,ciberseguridad
4,3,2,1,2,3,2,5,1,1,4,2,2,3,3,5,2,4,mixto,virtual,ciberseguridad
5,2,2,3,2,4,3,5,2,1,3,2,1,4,4,4,2,4,oficina,virtual,ciberseguridad
5,1,2,3,2,4,2,5,3,1,2,3,1,4,3,4,2,4,oficina,virtual,ciberseguridad
4,2,2,2,2,4,3,5,2,1,3,2,3,5,3,4,2,4,mixto,mixta,ciberseguridad
4,1,1,2,3,3,3,5,1,1,3,1,2,2,3,5,1,3,oficina,mixta,ciberseguridad
5,2,2,1,4,3,2,5,3,1,2,3,2,4,3,4,2,4,mixto,virtual,ciberseguridad
5,3,3,2,2,5,2,5,2,1,2,3,3,5,3,4,3,4,mixto,virtual,ciberseguridad
5,2,1,3,2,5,2,4,2,2,3,2,2,4,3,4,2,4,mixto,virtual,ciberseguridad
5,2,2,3,2,3,3,4,3,2,3,1,2,4,3,4,2,5,mixto,mixta,ciberseguridad
4,2,1,2,3,3,2,5,3,2,2,1,2,4,4,4,2,3,mixto,virtual,ciberseguridad
5,3,1,3,2,5,2,5,2,1,3,2,2,5,3,3,3,4,oficina,virtual,ciberseguridad
5,1,1,2,2,5,2,4,1,2,2,2,3,4,2,4,2,4,mixto,mixta,ciberseguridad
4,3,2,2,2,3,3,4,1,1,2,2,3,4,3,3,2,4,mixto,mixta,ciberseguridad
5,3,2,3,2,3,3,5,2,2,3,2,3,3,2,3,2,4,oficina,mixta,ciberseguridad
5,2,2,3,2,3,3,5,2,1,1,2,3,5,2,5,4,4,oficina,virtual,ciberseguridad
5,2,2,3,3,4,1,5,1,1,1,1,2,4,2,4,2,5,mixto,virtual,ciberseguridad
4,3,2,2,1,3,2,5,2,1,3,2,3,3,4,4,3,4,mixto,virtual,ciberseguridad
5,1,3,2,2,4,3,4,2,1,2,2,3,4,3,4,2,4,oficina,mixta,ciberseguridad
5,2,3,3,4,4,2,5,3,1,3,2,3,4,2,4,1,4,oficina,virtual,ciberseguridad
5,2,2,2,2,3,2,5,3,1,3,3,2,5,3,5,3,4,oficina,mixta,ciberseguridad
5,2,2,1,2,3,1,5,1,1,1,2,2,5,3,3,3,4,mixto,virtual,ciberseguridad
5,2,3,2,2,5,2,4,2,1,3,2,3,4,3,3,2,3,mixto,mixta,ciberseguridad
5,2,3,3,2,3,2,5,1,1,2,1,2,5,2,5,3,5,mixto,mixta,ciberseguridad
5,2,1,2,2,4,2,5,2,1,3,1,3,4,4,4,3,3,mixto,virtual,ciberseguridad
4,3,1,4,2,4,2,5,2,1,2,3,1,4,3,4,3,4,mixto,virtual,ciberseguridad
3,3,2,3,3,4,3,4,4,1,1,3,2,3,2,4,1,4,oficina,virtual,ciberseguridad
5,2,2,3,2,4,2,5,2,1,3,2,2,4,3,4,3,3,oficina,mixta,ciberseguridad
5,2,2,1,2,4,3,5,1,1,2,2,2,4,3,4,3,4,oficina,virtual,ciberseguridad
5,1,3,2,3,4,2,5,2,2,1,1,3,3,3,4,1,4,oficina,virtual,ciberseguridad
5,2,3,2,2,3,3,5,2,1,3,3,2,4,3,3,4,5,mixto,virtual,ciberseguridad
5,2,2,3,2,4,2,5,2,2,2,1,1,4,2,4,3,4,mixto,mixta,ciberseguridad
4,2,2,2,1,5,2,5,2,1,2,3,2,4,4,4,2,3,oficina,virtual,ciberseguridad
4,2,2,2,3,3,2,5,2,2,2,3,3,4,4,4,2,2,mixto,virtual,ciberseguridad
5,2,2,1,1,4,2,4,3,1,3,2,3,3,4,5,1,3,oficina,mixta,ciberseguridad
5,3,2,2,2,4,1,5,2,2,3,2,2,4,3,3,2,4,oficina,virtual,ciberseguridad
5,1,2,2,4,4,2,5,2,1,2,2,1,4,3,5,3,3,mixto,virtual,ciberseguridad
5,3,2,2,3,4,2,5,3,2,1,2,2,4,3,5,2,4,oficina,virtual,ciberseguridad
5,3,1,4,2,4,1,4,2,2,2,2,2,3,3,5,2,5,oficina,mixta,ciberseguridad
5,4,2,1,2,4,1,4,1,1,2,2,2,4,3,4,2,4,mixto,virtual,ciberseguridad
5,2,3,2,3,4,2,5,2,1,3,2,3,4,3,5,2,5,mixto,mixta,ciberseguridad
5,2,3,2,3,4,3,4,1,1,1,2,3,3,3,4,2,4,oficina,virtual,ciberseguridad
5,2,1,2,2,4,2,5,1,2,2,4,2,4,3,4,3,4,oficina,mixta,ciberseguridad
5,2,2,3,1,5,3,4,2,1,3,3,2,3,4,4,3,4,mixto,mixta,ciberseguridad
5,4,3,3,2,4,3,5,2,2,2,2,2,3,3,4,2,5,oficina,virtual,ciberseguridad
4,2,2,2,2,4,2,5,2,1,3,3,2,3,2,5,2,4,oficina,virtual,ciberseguridad
5,2,3,3,3,3,1,5,3,1,3,3,3,4,2,5,2,5,oficina,mixta,ciberseguridad
4,2,3,2,2,4,1,5,1,2,2,3,1,4,3,4,2,3,mixto,mixta,ciberseguridad
4,3,2,2,2,3,3,5,3,1,2,2,3,4,3,3,2,4,mixto,mixta,ciberseguridad
5,2,2,2,3,4,3,5,3,1,2,4,1,5,3,4,2,4,oficina,virtual,ciberseguridad
5,2,3,2,3,4,3,5,2,1,2,2,2,4,2,4,3,3,oficina,virtual,ciberseguridad
5,3,3,3,2,3,1,5,2,1,2,2,2,3,3,3,3,4,oficina,virtual,ciberseguridad
5,2,2,2,2,5,2,5,2,2,2,3,2,5,3,4,2,3,mixto,virtual,ciberseguridad
5,1,3,3,2,4,2,5,1,2,2,2,1,5,3,4,2,4,mixto,virtual,ciberseguridad
5,1,3,2,3,4,4,5,3,1,2,2,3,4,3,3,2,4,oficina,virtual,ciberseguridad
5,3,3,2,2,5,2,5,3,1,2,2,3,5,4,5,2,5,oficina,virtual,ciberseguridad
5,2,3,2,3,4,2,4,2,1,1,3,3,3,2,4,1,4,mixto,virtual,ciberseguridad
5,2,3,2,3,4,2,4,1,1,2,3,2,3,3,4,2,4,mixto,mixta,ciberseguridad
4,2,3,1,3,5,2,5,2,1,1,2,3,5,3,4,3,3,oficina,mixta,ciberseguridad
4,2,3,3,3,3,3,5,2,1,1,1,3,3,3,4,3,5,oficina,mixta,ciberseguridad
5,3,3,2,2,4,1,5,2,1,3,2,2,4,3,4,1,5,oficina,virtual,ciberseguridad
5,2,3,2,2,4,3,4,2,1,3,3,2,3,3,4,3,3,mixto,virtual,ciberseguridad
5,2,2,3,1,4,2,5,3,1,2,3,2,4,3,4,2,4,oficina,mixta,ciberseguridad
5,3,2,3,2,5,2,4,2,1,2,3,3,4,3,4,3,5,oficina,mixta,ciberseguridad
4,1,3,3,3,5,2,4,2,2,3,2,4,3,4,5,2,4,mixto,mixta,ciberseguridad
5,3,2,2,3,3,2,3,3,2,2,2,3,5,3,4,3,4,mixto,mixta,ciberseguridad
5,2,1,3,3,3,3,5,2,1,2,2,3,4,3,5,2,4,oficina,virtual,ciberseguridad
5,4,2,2,2,4,2,5,3,2,2,1,1,4,4,4,2,3,mixto,mixta,ciberseguridad
5,3,3,2,2,5,3,5,3,1,3,2,3,4,4,4,2,4,oficina,virtual,ciberseguridad
5,2,2,3,2,4,2,5,2,1,2,2,2,4,3,4,2,4,oficina,mixta,ciberseguridad
5,3,4,2,3,4,1,3,3,2,2,3,2,5,3,5,3,4,oficina,virtual,ciberseguridad
4,2,3,3,3,4,2,4,2,2,1,1,2,4,4,4,2,4,oficina,virtual,ciberseguridad
5,3,3,3,3,4,2,5,2,1,2,2,2,4,2,4,3,4,mixto,mixta,ciberseguridad
5,3,3,1,3,5,2,5,1,1,2,1,1,4,3,3,2,5,oficina,mixta,ciberseguridad
5,2,2,2,1,4,2,4,2,1,3,3,3,4,3,5,2,4,mixto,virtual,ciberseguridad
5,2,3,2,4,3,1,5,3,1,2,2,2,4,5,2,3,4,oficina,virtual,ciberseguridad
5,3,2,2,2,4,3,5,2,1,1,2,2,4,2,4,2,4,mixto,virtual,ciberseguridad
5,2,3,2,3,4,2,5,2,1,2,3,2,5,3,5,3,3,oficina,mixta,ciberseguridad
5,3,2,3,2,4,1,4,1,1,2,1,2,4,4,4,3,5,oficina,virtual,ciberseguridad
5,2,2,1,2,3,2,5,1,1,3,2,3,3,2,5,2,4,oficina,mixta,ciberseguridad
5,1,1,2,1,4,2,5,2,1,3,3,2,4,3,4,2,5,mixto,virtual,ciberseguridad
5,2,3,3,2,4,2,5,2,1,2,3,2,4,4,4,2,5,oficina,virtual,ciberseguridad
5,2,2,1,1,3,2,4,2,1,3,2,3,4,3,4,1,4,mixto,virtual,ciberseguridad
5,3,3,3,1,4,2,5,2,1,3,3,2,4,3,4,2,4,oficina,mixta,ciberseguridad
5,2,2,2,3,4,3,5,1,2,2,2,2,4,4,4,4,5,mixto,virtual,ciberseguridad
5,3,3,1,2,4,2,4,3,1,4,3,2,5,3,5,2,4,mixto,mixta,ciberseguridad
5,2,3,4,2,5,2,5,3,2,2,3,2,3,3,3,3,4,mixto,mixta,ciberseguridad
4,1,2,1,2,5,3,5,2,1,2,3,2,4,3,4,3,5,oficina,virtual,ciberseguridad
5,2,1,2,2,5,2,5,2,2,2,2,2,5,2,5,2,5,oficina,virtual,ciberseguridad
5,3,2,3,1,5,1,5,2,1,2,3,2,4,3,4,2,4,oficina,mixta,ciberseguridad
5,2,2,2,2,5,2,5,1,1,3,4,2,4,2,5,3,4,oficina,mixta,ciberseguridad
5,3,2,2,2,4,1,5,2,1,2,2,3,3,3,4,3,4,mixto,mixta,ciberseguridad
5,3,3,2,3,3,1,5,2,1,2,2,2,4,3,3,3,4,mixto,virtual,ciberseguridad
5,2,1,2,3,4,1,5,2,1,2,3,2,4,2,4,2,5,mixto,virtual,ciberseguridad
5,3,3,3,2,4,2,5,1,1,2,3,2,5,2,3,2,4,mixto,mixta,ciberseguridad
5,1,1,2,3,5,1,5,2,1,2,2,2,3,2,4,2,4,oficina,mixta,ciberseguridad
5,3,3,3,2,5,2,4,2,1,2,1,2,4,3,5,3,5,oficina,virtual,ciberseguridad
4,1,2,2,2,4,3,5,2,2,2,3,2,4,3,5,1,4,oficina,mixta,ciberseguridad
4,3,3,2,2,5,2,5,1,1,2,3,2,5,4,4,2,5,mixto,virtual,ciberseguridad
5,2,3,2,3,4,4,5,2,1,2,2,2,4,4,4,1,5,mixto,mixta,ciberseguridad
4,2,3,3,1,4,2,5,3,1,1,2,2,4,3,4,3,3,mixto,mixta,ciberseguridad
5,2,2,3,1,4,2,3,2,2,2,1,2,4,4,3,3,3,oficina,mixta,ciberseguridad
5,3,2,2,2,4,2,5,3,1,2,2,2,4,3,5,1,5,mixto,virtual,ciberseguridad
5,3,1,2,2,4,3,5,1,2,2,2,3,4,4,4,3,4,mixto,mixta,ciberseguridad
5,3,2,2,3,5,3,5,2,1,2,3,3,5,3,4,2,5,mixto,mixta,ciberseguridad
5,2,3,3,2,4,3,4,2,1,2,2,3,4,4,3,2,3,mixto,virtual,ciberseguridad
4,3,2,2,2,4,2,5,2,2,1,2,3,5,2,4,2,3,oficina,virtual,ciberseguridad
5,2,1,1,3,3,2,5,1,1,2,3,2,4,3,4,3,4,mixto,mixta,ciberseguridad
5,2,3,1,2,5,4,5,3,1,2,2,2,4,3,4,2,4,mixto,virtual,ciberseguridad
2,5,1,3,1,2,2,2,4,5,1,3,3,2,3,4,5,2,campo,mixta,psicologia
3,5,2,3,3,2,2,3,4,5,3,2,3,2,3,3,5,1,mixto,presencial,psicologia
3,5,2,3,2,2,2,2,3,5,1,1,3,2,2,4,4,3,mixto,mixta,psicologia
3,4,3,3,1,3,3,2,5,5,2,2,2,3,4,3,5,1,campo,mixta,psicologia
3,5,1,3,2,1,1,3,5,5,3,2,2,2,2,3,4,1,campo,mixta,psicologia
2,4,3,3,3,3,3,2,4,5,2,2,2,2,2,4,4,2,mixto,mixta,psicologia
2,5,3,3,3,2,3,3,4,5,1,1,3,4,3,4,4,1,campo,mixta,psicologia
1,5,3,3,2,4,2,1,5,5,1,3,2,2,3,4,3,2,campo,presencial,psicologia
3,4,1,3,3,2,2,3,5,5,2,2,2,1,3,4,3,2,mixto,presencial,psicologia
3,5,2,3,2,3,1,1,4,5,2,3,3,2,3,5,4,2,mixto,presencial,psicologia
2,4,3,3,2,2,2,1,4,5,3,2,3,2,2,4,4,2,mixto,mixta,psicologia
4,5,2,3,2,2,3,1,4,5,2,3,1,2,3,3,4,2,mixto,mixta,psicologia
3,5,2,3,4,3,2,3,4,5,2,2,2,2,3,3,4,3,mixto,mixta,psicologia
2,5,2,4,2,2,2,2,4,4,2,3,2,3,4,4,5,2,campo,mixta,psicologia
3,5,2,3,2,2,2,1,3,5,3,3,3,3,4,4,5,3,campo,presencial,psicologia
2,5,2,3,1,3,2,2,2,5,2,2,3,2,3,3,4,2,campo,presencial,psicologia
1,5,3,3,2,1,2,2,4,5,2,2,3,2,3,4,5,2,mixto,mixta,psicologia
2,4,3,3,3,2,2,3,4,5,2,1,1,2,3,4,4,2,mixto,presencial,psicologia
3,5,2,4,3,3,3,1,4,5,3,2,2,3,4,3,5,2,campo,presencial,psicologia
2,5,2,2,3,2,3,2,5,5,1,2,2,2,2,4,3,2,campo,mixta,psicologia
2,4,2,3,3,2,2,2,4,5,2,2,3,3,4,4,4,2,mixto,mixta,psicologia
3,5,2,3,2,3,3,2,5,5,2,2,3,1,4,4,4,2,mixto,presencial,psicologia
3,5,4,4,2,2,4,1,5,5,2,2,2,2,3,5,5,3,campo,mixta,psicologia
2,5,3,3,2,2,3,2,3,5,2,3,3,2,3,4,4,2,mixto,mixta,psicologia
4,5,2,2,1,2,2,3,4,5,3,3,2,3,4,5,3,1,campo,mixta,psicologia
3,5,2,3,1,2,2,2,4,5,2,2,2,3,3,4,4,2,mixto,presencial,psicologia
3,5,2,3,3,3,3,2,4,4,2,2,3,1,2,4,4,1,campo,mixta,psicologia
2,5,3,3,3,2,2,3,3,5,3,2,2,2,3,4,4,2,mixto,mixta,psicologia
1,5,3,2,2,2,2,2,5,5,3,3,1,1,3,4,5,3,mixto,mixta,psicologia
3,4,4,4,3,2,1,1,4,4,3,2,2,2,3,5,4,1,campo,mixta,psicologia
4,5,2,3,4,3,2,1,4,5,1,1,2,2,3,4,3,1,mixto,mixta,psicologia
2,4,2,4,3,1,2,2,5,5,2,3,3,2,4,4,5,1,mixto,presencial,psicologia
2,5,2,3,2,2,1,1,4,4,4,3,2,4,3,4,4,2,mixto,mixta,psicologia
2,5,3,2,2,4,2,2,5,5,3,3,3,1,3,5,4,2,mixto,presencial,psicologia
3,5,2,4,3,3,3,2,4,5,1,2,2,1,4,4,5,1,campo,mixta,psicologia
2,5,1,4,2,2,2,2,4,5,3,2,2,1,4,4,4,1,campo,presencial,psicologia
2,5,2,3,1,2,3,3,4,5,3,2,1,2,3,5,4,2,mixto,mixta,psicologia
2,5,3,4,1,2,3,2,4,5,2,1,2,1,2,4,4,1,campo,mixta,psicologia
2,4,2,3,3,1,2,2,4,5,2,2,3,3,3,4,4,2,mixto,presencial,psicologia
2,5,2,3,2,3,3,2,4,5,3,2,2,1,2,4,4,2,campo,presencial,psicologia
3,4,3,4,1,3,2,2,4,4,2,3,2,2,2,5,5,3,campo,presencial,psicologia
2,4,3,4,4,2,3,2,5,5,2,2,1,3,3,5,4,1,mixto,mixta,psicologia
3,5,2,4,2,2,1,2,5,5,2,2,3,1,3,4,3,2,campo,mixta,psicologia
3,5,4,3,1,2,3,2,5,5,1,1,3,2,4,3,4,2,mixto,presencial,psicologia
3,5,3,4,3,1,3,2,4,4,3,2,1,1,3,2,5,1,mixto,presencial,psicologia
2,5,3,2,1,3,3,2,5,4,3,2,3,1,3,4,3,3,campo,presencial,psicologia
2,5,2,4,3,2,1,3,5,5,1,3,2,1,3,4,4,1,mixto,mixta,psicologia
1,5,2,3,3,2,2,3,4,5,2,2,2,2,2,5,4,2,campo,mixta,psicologia
2,5,1,4,1,4,2,2,4,5,3,1,3,3,4,5,4,3,campo,presencial,psicologia
1,5,2,3,3,2,2,2,3,5,2,2,2,3,3,4,4,2,mixto,mixta,psicologia
1,5,3,2,2,2,4,3,3,5,2,3,3,2,3,4,5,2,mixto,mixta,psicologia
1,5,3,4,2,3,3,2,5,5,2,2,3,2,3,4,4,2,campo,presencial,psicologia
2,4,1,4,3,2,4,2,4,5,3,3,3,2,2,4,5,2,campo,presencial,psicologia
3,5,2,3,2,1,2,3,5,5,2,3,1,2,3,3,4,2,mixto,mixta,psicologia
2,5,3,2,2,2,2,2,5,5,2,3,2,2,2,5,4,2,mixto,mixta,psicologia
3,5,2,3,2,2,3,2,4,5,1,2,3,1,2,3,5,2,campo,presencial,psicologia
2,5,3,4,2,2,2,2,4,5,3,2,3,1,4,4,3,1,mixto,mixta,psicologia
3,5,3,3,3,2,2,3,3,5,3,3,2,1,2,4,4,1,mixto,mixta,psicologia
2,4,2,4,2,2,2,2,4,5,3,3,3,2,3,5,5,1,campo,mixta,psicologia
1,5,2,3,2,1,2,2,4,5,2,3,2,3,3,3,4,3,campo,presencial,psicologia
1,5,2,4,2,2,2,2,5,4,2,2,3,3,3,5,4,2,campo,mixta,psicologia
3,5,2,3,2,2,3,1,4,5,3,2,3,2,4,5,4,2,mixto,presencial,psicologia
2,4,2,4,2,2,2,2,4,5,3,3,3,2,4,4,3,2,campo,presencial,psicologia
3,5,3,3,2,3,2,2,3,5,2,2,4,4,3,4,4,2,campo,presencial,psicologia
3,4,3,2,3,1,4,2,4,5,1,2,2,2,4,5,5,2,campo,presencial,psicologia
4,5,2,4,3,2,3,3,3,5,3,2,3,2,3,4,4,3,campo,presencial,psicologia
2,4,2,4,1,2,4,2,4,4,1,3,2,3,4,4,5,1,campo,mixta,psicologia
3,5,2,4,1,2,2,3,4,4,2,3,2,3,2,5,3,2,campo,mixta,psicologia
2,4,2,2,4,2,3,1,4,5,3,2,2,1,2,4,5,2,campo,presencial,psicologia
2,5,2,3,3,2,3,1,4,5,3,4,2,4,3,4,5,1,campo,presencial,psicologia
2,5,3,4,1,2,2,1,3,5,3,2,4,3,4,5,4,2,mixto,mixta,psicologia
2,5,2,3,2,2,1,3,5,5,1,3,2,2,4,5,4,2,campo,presencial,psicologia
3,4,3,3,4,3,1,2,3,5,3,2,2,2,3,5,3,2,campo,mixta,psicologia
2,5,3,4,3,2,2,3,4,4,2,2,1,2,3,4,5,1,campo,mixta,psicologia
4,5,2,4,2,2,2,3,4,5,3,1,2,2,4,5,4,2,campo,presencial,psicologia
1,5,2,4,3,1,2,3,5,4,2,2,1,2,3,5,3,2,campo,mixta,psicologia
2,5,2,3,2,2,3,2,4,5,1,1,2,2,2,5,4,2,mixto,presencial,psicologia
2,5,2,2,3,4,2,1,5,5,2,2,2,2,3,5,4,1,campo,presencial,psicologia
3,5,3,3,3,2,3,2,4,5,1,2,2,1,3,4,4,2,mixto,mixta,psicologia
2,5,2,3,3,3,3,1,4,5,2,2,1,1,3,5,4,2,mixto,presencial,psicologia
4,5,1,3,3,3,3,3,3,4,3,1,2,2,3,3,4,1,mixto,presencial,psicologia
2,5,2,3,2,3,2,1,4,5,2,2,2,2,3,4,5,3,campo,presencial,psicologia
3,5,1,3,2,3,2,2,4,5,1,2,1,2,2,4,5,3,mixto,mixta,psicologia
2,5,2,4,2,3,2,4,5,5,4,3,2,3,4,5,4,2,mixto,mixta,psicologia
1,4,3,3,2,2,1,3,4,5,3,3,2,3,1,3,5,1,mixto,mixta,psicologia
1,5,2,3,2,1,2,2,4,5,2,3,1,2,3,3,4,1,mixto,mixta,psicologia
3,5,2,3,1,4,2,2,3,4,2,3,1,1,2,4,4,1,campo,presencial,psicologia
2,4,2,3,2,3,2,3,5,5,2,2,2,2,4,4,4,3,campo,presencial,psicologia
2,5,2,3,2,2,3,1,4,5,2,2,2,2,3,4,3,2,campo,mixta,psicologia
2,5,1,3,3,2,2,3,4,5,1,4,3,2,2,3,4,2,campo,presencial,psicologia
3,5,3,3,3,2,2,2,4,5,2,2,3,2,3,3,3,3,campo,mixta,psicologia
2,4,2,3,1,3,3,1,4,5,2,2,2,2,3,4,4,1,mixto,presencial,psicologia
2,5,2,3,2,2,3,3,2,5,2,2,3,2,3,4,3,3,mixto,presencial,psicologia
3,4,2,4,2,2,3,2,4,5,3,3,3,1,4,5,4,1,campo,mixta,psicologia
2,5,2,2,3,2,2,2,4,5,3,3,2,2,4,4,4,2,campo,mixta,psicologia
2,4,2,3,2,1,2,3,4,5,2,3,2,2,3,5,3,2,campo,mixta,psicologia
3,5,2,3,2,3,3,2,4,5,2,2,3,2,4,3,5,3,mixto,mixta,psicologia
3,5,2,2,2,2,2,3,4,5,2,2,1,2,3,5,5,2,campo,mixta,psicologia
4,5,3,4,3,3,2,3,4,5,3,3,2,3,3,4,4,1,campo,presencial,psicologia
2,5,2,2,2,2,3,2,5,4,3,3,3,3,2,3,3,2,mixto,mixta,psicologia
1,5,2,4,2,2,2,2,4,5,2,1,2,2,4,4,5,2,mixto,presencial,psicologia
2,5,1,3,1,1,3,2,4,5,1,3,2,1,4,5,4,2,campo,mixta,psicologia
2,4,3,3,1,3,3,2,4,5,2,2,1,1,3,4,4,2,mixto,presencial,psicologia
2,5,3,4,1,3,2,1,4,4,1,3,1,2,3,4,3,1,campo,presencial,psicologia
3,5,2,2,1,2,2,2,4,5,2,2,3,2,2,5,4,2,campo,presencial,psicologia
2,5,3,2,2,2,3,1,5,5,3,3,1,2,3,4,4,3,campo,presencial,psicologia
3,5,2,3,2,3,3,1,3,4,2,2,1,2,3,4,4,2,campo,mixta,psicologia
1,5,2,2,1,2,2,3,3,5,2,2,2,1,3,5,4,2,mixto,presencial,psicologia
2,5,1,4,2,1,2,2,2,5,2,2,2,3,4,4,3,1,campo,presencial,psicologia
2,5,3,3,3,2,2,3,5,4,3,1,3,2,3,2,4,2,campo,mixta,psicologia
3,5,2,3,2,3,3,2,4,5,3,3,1,2,4,5,4,3,campo,presencial,psicologia
2,5,2,3,3,1,2,2,4,4,2,1,2,2,3,4,4,2,mixto,presencial,psicologia
2,5,4,2,1,1,2,3,4,5,2,3,2,2,3,4,4,1,campo,mixta,psicologia
2,5,3,3,2,2,1,3,4,5,2,1,3,4,4,5,4,1,mixto,mixta,psicologia
2,5,2,4,2,3,2,2,5,5,2,2,3,2,2,4,4,2,campo,presencial,psicologia
1,4,3,3,2,2,3,3,4,5,2,3,3,3,2,4,3,2,mixto,presencial,psicologia
2,5,2,2,3,1,1,4,4,5,1,2,1,2,4,4,3,2,campo,presencial,psicologia
2,5,3,3,2,1,2,2,4,4,3,2,2,2,3,4,4,1,campo,mixta,psicologia
3,5,2,2,3,3,2,3,4,5,2,1,2,2,4,5,3,1,campo,mixta,psicologia
3,5,2,2,2,3,4,2,4,5,2,2,2,2,2,4,5,2,campo,mixta,psicologia
2,4,3,4,2,2,1,3,4,5,2,3,2,3,2,5,3,3,campo,mixta,psicologia
2,5,2,2,3,2,3,3,4,4,2,3,2,3,4,5,4,3,campo,mixta,psicologia
2,5,2,3,1,2,2,1,3,5,2,1,2,1,4,4,4,2,mixto,presencial,psicologia
3,5,2,3,2,3,2,3,3,5,1,2,2,3,2,3,4,2,mixto,mixta,psicologia
3,5,2,4,2,2,3,1,4,4,2,3,2,3,4,4,5,2,campo,mixta,psicologia
3,5,2,3,1,3,2,3,3,5,3,2,2,2,4,5,5,2,campo,presencial,psicologia
2,5,2,3,3,3,2,1,4,5,2,1,4,3,4,5,4,1,mixto,mixta,psicologia
2,4,1,3,2,2,4,3,3,5,2,2,3,2,4,4,4,1,mixto,mixta,psicologia
2,4,2,3,2,2,3,2,4,5,2,1,2,2,2,4,4,2,mixto,presencial,psicologia
3,5,3,3,2,1,2,2,3,4,2,2,2,3,4,5,5,2,campo,mixta,psicologia
2,5,1,3,3,3,2,1,5,4,2,2,1,2,4,4,4,2,campo,mixta,psicologia
2,5,3,3,3,2,3,2,4,5,1,3,2,2,3,4,4,2,campo,mixta,psicologia
3,5,3,3,2,1,1,3,5,4,1,2,1,2,2,3,3,2,campo,presencial,psicologia
1,4,3,2,3,2,2,3,3,5,1,2,2,3,3,5,5,2,mixto,presencial,psicologia
2,5,3,3,2,3,2,3,4,4,2,3,1,1,2,4,4,1,campo,presencial,psicologia
